COUNTRY,Country,EMPSTAT,Employment status,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
MEX,Mexico,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,2311.19999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,2285.19999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,2271.19999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,2276.5,,
MEX,Mexico,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,2270.59999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,2289.59999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,2277.8,,
MEX,Mexico,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,2259.8,,
MEX,Mexico,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,2263.69999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,2254.5,,
MEX,Mexico,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,2253.5,,
MEX,Mexico,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,2247.5,,
MEX,Mexico,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,2238.59999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,2244.19999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,2242.19999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,2248.3,,
MEX,Mexico,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,2254.59999999999,,
MEX,Mexico,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,2257.4,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1394,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1390,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1378,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1372,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1390,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1371,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1363,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1359,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1363,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1354,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1350,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1351,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1341,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1346,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1355,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1349,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1359,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1359,,
NLD,Netherlands,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1462,,
NLD,Netherlands,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1452,,
NLD,Netherlands,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1435,,
NLD,Netherlands,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1427,,
NLD,Netherlands,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1448,,
NLD,Netherlands,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1434,,
NLD,Netherlands,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1430,,
NLD,Netherlands,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1430,,
NLD,Netherlands,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1430,,
NLD,Netherlands,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1422,,
NLD,Netherlands,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1421,,
NLD,Netherlands,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1422,,
NLD,Netherlands,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1413,,
NLD,Netherlands,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1418,,
NLD,Netherlands,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1429,,
NLD,Netherlands,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1424,,
NLD,Netherlands,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1437,,
NLD,Netherlands,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1433,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1777,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1770,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1769,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1771,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1796,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1785,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1767,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1754,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1739,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1721,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1741,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1735,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1723,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1747,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1760,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1754,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1740,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1751,,
NZL,New Zealand,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1836,,
NZL,New Zealand,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1825,,
NZL,New Zealand,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1826,,
NZL,New Zealand,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1823,,
NZL,New Zealand,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1830,,
NZL,New Zealand,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1815,,
NZL,New Zealand,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1795,,
NZL,New Zealand,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1774,,
NZL,New Zealand,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1761,,
NZL,New Zealand,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1740,,
NZL,New Zealand,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1755,,
NZL,New Zealand,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1746,,
NZL,New Zealand,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1734,,
NZL,New Zealand,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1752,,
NZL,New Zealand,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1762,,
NZL,New Zealand,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1757,,
NZL,New Zealand,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1752,,
NZL,New Zealand,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1753,,
NOR,Norway,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1455,,
NOR,Norway,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1429,,
NOR,Norway,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1414,,
NOR,Norway,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1400.7,,
NOR,Norway,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1420.5,,
NOR,Norway,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1422.8,,
NOR,Norway,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1419.8,,
NOR,Norway,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1426,,
NOR,Norway,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1429.5,,
NOR,Norway,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1406.8,,
NOR,Norway,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1415.3,,
NOR,Norway,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1421.09999999999,,
NOR,Norway,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1419.7,,
NOR,Norway,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1408.09999999999,,
NOR,Norway,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1426.9,,
NOR,Norway,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1423.9,,
NOR,Norway,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1424.4,,
NOR,Norway,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1419.09999999999,,
POL,Poland,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1786,,
POL,Poland,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1788,,
POL,Poland,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1777,,
POL,Poland,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1776,,
POL,Poland,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1778,,
POL,Poland,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1774,,
POL,Poland,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1774,,
POL,Poland,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1773,,
POL,Poland,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1762,,
POL,Poland,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1751,,
POL,Poland,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1751,,
POL,Poland,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1744,,
POL,Poland,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1736,,
POL,Poland,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1731,,
POL,Poland,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1736,,
POL,Poland,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1743,,
POL,Poland,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1743,,
POL,Poland,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1726,,
POL,Poland,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1860,,
POL,Poland,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1862,,
POL,Poland,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1857,,
POL,Poland,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1862,,
POL,Poland,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1863,,
POL,Poland,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1858,,
POL,Poland,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1859,,
POL,Poland,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1856,,
POL,Poland,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1849,,
POL,Poland,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1835,,
POL,Poland,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1831,,
POL,Poland,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1826,,
POL,Poland,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1821,,
POL,Poland,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1818,,
POL,Poland,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1824,,
POL,Poland,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1831,,
POL,Poland,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1832,,
POL,Poland,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1812,,
PRT,Portugal,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1697,,
PRT,Portugal,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1688,,
PRT,Portugal,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1682,,
PRT,Portugal,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1679,,
PRT,Portugal,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1685,,
PRT,Portugal,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1686,,
PRT,Portugal,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1683,,
PRT,Portugal,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1687,,
PRT,Portugal,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1679,,
PRT,Portugal,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1685,,
PRT,Portugal,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1692,,
PRT,Portugal,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1670,,
PRT,Portugal,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1659,,
PRT,Portugal,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1671,,
PRT,Portugal,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1680,,
PRT,Portugal,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1679,,
PRT,Portugal,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1679,,
PRT,Portugal,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1677,,
PRT,Portugal,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1751,,
PRT,Portugal,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1736,,
PRT,Portugal,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1730,,
PRT,Portugal,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1723,,
PRT,Portugal,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1729,,
PRT,Portugal,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1731,,
PRT,Portugal,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1720,,
PRT,Portugal,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1736,,
PRT,Portugal,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1724,,
PRT,Portugal,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1724,,
PRT,Portugal,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1726,,
PRT,Portugal,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1705,,
PRT,Portugal,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1689,,
PRT,Portugal,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1698,,
PRT,Portugal,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1705,,
PRT,Portugal,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1713,,
PRT,Portugal,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1716,,
PRT,Portugal,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1718,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1768,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1780,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1760,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1731,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1728,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1756,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1727,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1729,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1734,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1742,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1736,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1729,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1704,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1680,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1816,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1801,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1754,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1698,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1742,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1769,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1791,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1793,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1780,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1805,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1793,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1789,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1772,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1760,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1754,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1740,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1714,,
ESP,Spain,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1704.8,,
ESP,Spain,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1716.3,,
ESP,Spain,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1722.8,,
ESP,Spain,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1714.2,,
ESP,Spain,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1700.3,,
ESP,Spain,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1685.8,,
ESP,Spain,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1675,,
ESP,Spain,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1662.09999999999,,
ESP,Spain,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1668.3,,
ESP,Spain,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1675.9,,
ESP,Spain,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1666.9,,
ESP,Spain,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1670.09999999999,,
ESP,Spain,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1653.59999999999,,
ESP,Spain,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1641.5,,
ESP,Spain,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1642.59999999999,,
ESP,Spain,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1650.4,,
ESP,Spain,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1652.5,,
ESP,Spain,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1638.9,,
ESP,Spain,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1752.8,,
ESP,Spain,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1762.5,,
ESP,Spain,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1764.59999999999,,
ESP,Spain,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1755.9,,
ESP,Spain,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1741.5,,
ESP,Spain,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1725.59999999999,,
ESP,Spain,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1715.7,,
ESP,Spain,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1703.5,,
ESP,Spain,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1712.59999999999,,
ESP,Spain,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1719.7,,
ESP,Spain,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1710.4,,
ESP,Spain,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1715.5,,
ESP,Spain,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1701.2,,
ESP,Spain,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1693.5,,
ESP,Spain,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1694.59999999999,,
ESP,Spain,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1699.5,,
ESP,Spain,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1701.4,,
ESP,Spain,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1686.5,,
SWE,Sweden,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1483,,
SWE,Sweden,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1461,,
SWE,Sweden,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1440,,
SWE,Sweden,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1428,,
SWE,Sweden,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1450,,
SWE,Sweden,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1449,,
SWE,Sweden,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1444,,
SWE,Sweden,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1455,,
SWE,Sweden,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1460,,
SWE,Sweden,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1453,,
SWE,Sweden,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1476,,
SWE,Sweden,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1474,,
SWE,Sweden,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1461,,
SWE,Sweden,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1453,,
SWE,Sweden,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1453,,
SWE,Sweden,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1454,,
SWE,Sweden,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1465,,
